,id,title,author,genre,language,publicationYear,publisher,description,pageCount,tags,rating_average,most_popular_country,bestseller_status,awards,age_category,adapted_to_movie,movie_release_year,isbn
908,919,Britt-Marie Was Here,Fredrik Backman,Art/Literature,English,2014,Partners in Stories,A nagging woman finds a new life coaching a children's soccer team.,324,"humor,sweden,heartwarming",4.07,Sweden,True,,Adult,True,2019.0,978-1501142543
909,920,My Grandmother Asked Me to Tell You She's Sorry,Fredrik Backman,Art/Literature,English,2013,Forum,A girl delivers letters of apology from her eccentric grandmother after she dies.,372,"humor,family,sweden",4.02,Sweden,True,,Adult,False,,978-1501115066
910,921,The 100-Year-Old Man Who Climbed Out the Window and Disappeared,Jonas Jonasson,Humor,English,2009,Piratförlaget,A centenarian escapes his nursing home and has a Forrest Gump-like adventure.,384,"humor,sweden,history",3.83,Sweden,True,,Adult,True,2013.0,978-1401324643
911,922,"Are You There God? It's Me, Margaret",Judy Blume,Children,English,1970,Bradbury Press,"A sixth-grader navigates puberty, religion, and growing up.",149,"classic,puberty,girls",4.0,USA,True,,Children,True,2023.0,978-1481409933
912,923,Tales of a Fourth Grade Nothing,Judy Blume,Children,English,1972,Dutton,"Peter deals with his annoying little brother, Fudge.",120,"humor,siblings,classic",4.1,USA,True,,Children,False,,978-0142408810
913,924,Superfudge,Judy Blume,Children,English,1980,Dutton,"The Hatcher family moves to Princeton, and Fudge is still a nuisance.",166,"humor,family,sequel",4.13,USA,True,,Children,False,,978-0142408803
914,925,Frindle,Andrew Clements,Children,English,1996,Simon & Schuster,A boy decides to invent a new word for 'pen' and starts a revolution.,105,"school,humor,language",4.16,USA,True,Christopher Award,Children,False,,978-0689818769
915,926,Stargirl,Jerry Spinelli,Young Adult,English,2000,Knopf,A nonconformist girl changes a high school with her ukulele and pet rat.,186,"school,conformity,romance",3.77,USA,True,,Young Adult,True,2020.0,978-0375822339
916,927,Maniac Magee,Jerry Spinelli,Children,English,1990,"Little, Brown",An orphaned boy becomes a local legend for his athletic feats.,184,"race,legend,sports",3.96,USA,True,Newbery Medal,Children,True,2003.0,978-0316809061
917,928,Because of Winn-Dixie,Kate DiCamillo,Children,English,2000,Candlewick,A girl adopts a dog she found in a grocery store.,182,"dog,friendship,south",4.06,USA,True,Newbery Honor,Children,True,2005.0,978-0763680862
918,929,The Tale of Despereaux,Kate DiCamillo,Children,English,2003,Candlewick,A mouse falls in love with a princess and goes on a quest.,267,"fantasy,mouse,classic",3.98,USA,True,Newbery Medal,Children,True,2008.0,978-0763680893
919,930,Shiloh,Phyllis Reynolds Naylor,Children,English,1991,Atheneum,A boy tries to save an abused beagle from its owner.,144,"dog,ethics,classic",4.09,USA,True,Newbery Medal,Children,True,1996.0,978-0689835827
920,931,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E.L. Konigsburg,Children,English,1967,Atheneum,Two children run away and live in the Metropolitan Museum of Art.,168,"adventure,museum,classic",4.17,USA,True,Newbery Medal,Children,True,1973.0,978-0689711819
921,932,The Terror,Dan Simmons,Horror,English,2007,"Little, Brown",A fictionalized account of Captain Franklin's lost expedition to the Arctic.,769,"horror,history,survival",4.05,USA,True,,Adult,True,2018.0,978-0316017459
922,933,The Ruins,Scott Smith,Horror,English,2006,Knopf,Tourists in Mexico become trapped on a vine-covered hill with something evil.,319,"horror,survival,nature",3.63,USA,True,,Adult,True,2008.0,978-0307390271
923,934,A Simple Plan,Scott Smith,Mystery/Thriller,English,1993,Knopf,Three men find a crashed plane with millions of dollars and decide to keep it.,335,"crime,greed,tragedy",4.04,USA,True,,Adult,True,1998.0,978-0307275738
924,935,Q & A,Vikas Swarup,Art/Literature,English,2005,Doubleday,"A waiter wins a game show, but is accused of cheating.",318,"india,game show,drama",4.02,India,True,Boeke Prize,Adult,True,2008.0,978-0743267489
925,936,Mao's Last Dancer,Li Cunxin,Non-Fiction,English,2003,Viking,A peasant boy from rural China becomes a world-renowned ballet dancer.,446,"memoir,dance,china",4.11,China,True,,Adult,True,2009.0,978-0425201336
926,939,Airframe,Michael Crichton,Mystery/Thriller,English,1996,Knopf,An investigation into a mysterious incident on a commercial airliner.,352,"aviation,mystery,tech",3.72,USA,True,,Adult,False,,978-0345402875
927,940,Prey,Michael Crichton,Sci-Fi,English,2002,HarperCollins,Nanotechnology swarms escape a lab and begin hunting humans.,367,"scifi,nano,horror",3.73,USA,True,,Adult,False,,978-0061015724
928,941,State of Fear,Michael Crichton,Mystery/Thriller,English,2004,HarperCollins,Eco-terrorists engineer natural disasters to publicize global warming.,603,"action,controversial,tech",3.62,USA,True,,Adult,False,,978-0061015731
929,942,The Client,John Grisham,Mystery/Thriller,English,1993,Doubleday,A young boy accidentally witnesses a suicide and learns a deadly secret.,422,"legal,crime,mafia",4.0,USA,True,,Adult,True,1994.0,978-0385424714
930,943,The Runaway Jury,John Grisham,Mystery/Thriller,English,1996,Doubleday,A jury consultant manipulates a high-stakes trial against a tobacco company.,413,"legal,jury,manipulation",4.04,USA,True,,Adult,True,2003.0,978-0385472943
931,944,The Rainmaker,John Grisham,Mystery/Thriller,English,1995,Doubleday,A young lawyer takes on a corrupt insurance company.,434,"legal,underdog,courtroom",4.03,USA,True,,Adult,True,1997.0,978-0385424738
932,945,Gerald's Game,Stephen King,Horror,English,1992,Viking,A woman is left handcuffed to a bed in a remote cabin after her husband dies.,332,"horror,isolation,psychology",3.51,USA,True,,Adult,True,2017.0,978-1501143854
933,946,Dolores Claiborne,Stephen King,Mystery/Thriller,English,1992,Viking,A woman confesses to killing her husband thirty years ago.,305,"thriller,monologue,drama",4.02,USA,True,,Adult,True,1995.0,978-1501143809
934,947,Duma Key,Stephen King,Horror,English,2008,Scribner,An artist moves to a Florida key and discovers his paintings can alter reality.,607,"horror,art,florida",4.03,USA,True,Bram Stoker Award,Adult,False,,978-1416552512
935,948,Joyland,Stephen King,Mystery/Thriller,English,2013,Hard Case Crime,A college student works at a carnival where a ghost is rumored to haunt the horror ride.,283,"mystery,carnival,coming-of-age",4.08,USA,True,,Adult,False,,978-1781162644
936,949,Revival,Stephen King,Horror,English,2014,Scribner,A preacher obsessed with electricity conducts experiments on the afterlife.,405,"horror,lovecraftian,religion",3.77,USA,True,,Adult,False,,978-1476770383
937,950,Gone,Michael Grant,Sci-Fi,English,2008,HarperTeen,Everyone over the age of 15 disappears from a small town in California.,560,"dystopia,powers,lord of the flies",3.88,USA,True,,Young Adult,False,,978-0061448768
938,951,The Clan of the Cave Bear,Jean M. Auel,Historical Fiction,English,1980,Crown,A prehistoric girl is raised by a group of Neanderthals.,468,"history,prehistoric,survival",4.08,USA,True,,Adult,True,1986.0,978-0553250428
939,952,The Valley of Horses,Jean M. Auel,Historical Fiction,English,1982,Crown,Ayla leaves the Clan and survives alone until she meets others like her.,502,"history,romance,adventure",4.06,USA,True,,Adult,False,,978-0553250534
940,953,Roots: The Saga of an American Family,Alex Haley,Historical Fiction,English,1976,Doubleday,A saga tracing the author's lineage back to an African kidnapped into slavery.,888,"history,slavery,family",4.45,USA,True,Pulitzer Prize,Adult,True,1977.0,978-0306824852
941,954,Sophie's Choice,William Styron,Historical Fiction,English,1979,Random House,A young writer befriends a Holocaust survivor and her lover in Brooklyn.,515,"holocaust,tragedy,romance",4.11,USA,True,National Book Award,Adult,True,1982.0,978-0679736370
942,955,The Cider House Rules,John Irving,Art/Literature,English,1985,William Morrow,An orphan raised by a doctor who performs illegal abortions sets out to see the world.,560,"morality,medicine,classic",4.14,USA,True,,Adult,True,1999.0,978-0345387660
943,956,The Bonfire of the Vanities,Tom Wolfe,Humor,English,1987,"Farrar, Straus & Giroux",A Wall Street bond trader's life unravels after a wrong turn in the Bronx.,690,"new york,satire,80s",3.76,USA,True,,Adult,True,1990.0,978-0312427573
944,957,A Man in Full,Tom Wolfe,Humor,English,1998,"Farrar, Straus & Giroux",A real estate mogul in Atlanta faces bankruptcy and racial tensions.,742,"business,south,satire",3.89,USA,True,,Adult,False,,978-0374270322
945,958,American Pastoral,Philip Roth,Art/Literature,English,1997,Houghton Mifflin,A successful businessman's life is destroyed by his daughter's political radicalism.,423,"politics,tragedy,family",3.94,USA,True,Pulitzer Prize,Adult,True,2016.0,978-0375701320
946,959,The Human Stain,Philip Roth,Art/Literature,English,2000,Houghton Mifflin,"A professor is accused of racism, hiding a secret about his own identity.",361,"identity,race,scandal",3.85,USA,True,PEN/Faulkner Award,Adult,True,2003.0,978-0375726347
947,960,"Rabbit, Run",John Updike,Art/Literature,English,1960,Knopf,A former high school basketball star flees his stifling marriage and job.,255,"classic,dissatisfaction,men",3.76,USA,True,,Adult,True,1970.0,978-0449911655
948,961,All the Pretty Horses,Cormac McCarthy,Adventure,English,1992,Knopf,A young cowboy travels to Mexico and finds romance and tragedy.,302,"western,romance,coming-of-age",4.03,USA,True,National Book Award,Adult,True,2000.0,978-0679744399
949,962,The Crossing,Cormac McCarthy,Adventure,English,1994,Knopf,A boy attempts to return a trapped wolf to the mountains of Mexico.,426,"western,nature,tragedy",4.11,USA,True,,Adult,False,,978-0679760849
950,963,Childhood's End,Arthur C. Clarke,Sci-Fi,English,1953,Ballantine,"Alien overlords arrive to bring peace to Earth, but at a cost to humanity's future.",212,"aliens,utopia,classic",4.1,UK,True,,Adult,True,2015.0,978-0345347954
951,964,The City and the Stars,Arthur C. Clarke,Sci-Fi,English,1956,Harcourt,A man in a utopian city of the far future seeks to discover the outside world.,255,"future,utopia,exploration",4.11,UK,True,,Adult,False,,978-0151180233
952,965,The Day of the Triffids,John Wyndham,Sci-Fi,English,1951,Michael Joseph,"Mobile, carnivorous plants take over the world after a meteor shower blinds humanity.",228,"apocalypse,plants,horror",4.04,UK,True,,Adult,True,1962.0,978-0812967128
953,966,The Midwich Cuckoos,John Wyndham,Sci-Fi,English,1957,Michael Joseph,"All women in a village give birth to strange, telepathic children at the same time.",220,"aliens,horror,children",3.95,UK,True,,Adult,True,1960.0,978-0140014402
954,967,Flowers in the Attic,V.C. Andrews,Horror,English,1979,Simon & Schuster,Four siblings are locked in an attic by their mother and grandmother.,412,"family,secrets,abuse",3.84,USA,True,,Adult,True,1987.0,978-0671729417
955,968,Petals on the Wind,V.C. Andrews,Horror,English,1980,Pocket Books,The siblings escape the attic and seek revenge on their mother.,448,"revenge,romance,drama",3.76,USA,True,,Adult,True,2014.0,978-0671729479
956,969,The Princess Diaries,Meg Cabot,Young Adult,English,2000,HarperCollins,A teenager discovers she is the heir to the throne of Genovia.,283,"royalty,diary,humor",3.79,USA,True,,Young Adult,True,2001.0,978-0061479939
957,970,Ella Enchanted,Gail Carson Levine,Fantasy,English,1997,HarperCollins,A girl cursed with obedience tries to break the spell and find love.,232,"fairytale,retelling,romance",3.98,USA,True,Newbery Honor,Children,True,2004.0,978-0064407052
958,971,The Sisterhood of the Traveling Pants,Ann Brashares,Young Adult,English,2001,Delacorte,Four best friends share a pair of jeans that fits them all perfectly over a summer.,294,"friendship,summer,growing up",3.78,USA,True,,Young Adult,True,2005.0,978-0385730585
959,972,Gossip Girl,Cecily von Ziegesar,Young Adult,English,2002,"Little, Brown",The scandalous lives of Manhattan's elite teenagers.,224,"rich,scandal,new york",3.6,USA,True,,Young Adult,True,2007.0,978-0316910332
960,973,Pretty Little Liars,Sara Shepard,Young Adult,English,2006,HarperTeen,Four friends are tormented by an anonymous stalker after their leader disappears.,286,"mystery,secrets,scandal",3.85,USA,True,,Young Adult,True,2010.0,978-0060887308
961,974,Vampire Academy,Richelle Mead,Fantasy,English,2007,Razorbill,A dhampir guards her Moroi princess best friend at a school for vampires.,332,"vampires,romance,school",4.12,USA,True,,Young Adult,True,2014.0,978-1595141743
962,975,Fallen,Lauren Kate,Fantasy,English,2009,Delacorte,A girl falls in love with a fallen angel at a reform school.,452,"angels,romance,gothic",3.68,USA,True,,Young Adult,True,2016.0,978-0385739137
963,976,Beautiful Creatures,Kami Garcia,Fantasy,English,2009,"Little, Brown",A boy uncovers the magical secrets of a new girl in his southern town.,563,"magic,romance,south",3.75,USA,True,,Young Adult,True,2013.0,978-0316042673
964,977,Blue Bloods,Melissa de la Cruz,Fantasy,English,2006,Disney-Hyperion,The vampires of New York are the wealthy social elite.,302,"vampires,fashion,mystery",3.67,USA,True,,Young Adult,False,,978-0786838929
965,978,City of Glass,Cassandra Clare,Fantasy,English,2009,Margaret K. McElderry,Clary travels to the City of Glass to save her mother.,541,"fantasy,action,romance",4.32,USA,True,,Young Adult,False,,978-1416914303
966,979,Clockwork Angel,Cassandra Clare,Fantasy,English,2010,Margaret K. McElderry,A prequel series to The Mortal Instruments set in Victorian London.,479,"steampunk,magic,romance",4.32,USA,True,,Young Adult,False,,978-1416975861
967,980,The Host,Stephenie Meyer,Sci-Fi,English,2008,"Little, Brown","Earth has been invaded by parasitic aliens, but one human host refuses to fade away.",619,"aliens,romance,identity",3.84,USA,True,,Adult,True,2013.0,978-0316068048
968,981,Rich People Problems,Kevin Kwan,Humor,English,2017,Doubleday,The Shang-Su clan fights over the fortune of their dying matriarch.,398,"wealth,asia,satire",3.96,Singapore,True,,Adult,False,,978-0385542234
969,982,Sex and the City,Candace Bushnell,Romance,English,1996,Atlantic Monthly,A collection of essays about dating and sex in New York City.,256,"dating,new york,columns",3.45,USA,True,,Adult,True,1998.0,978-0446673549
970,983,Lipstick Jungle,Candace Bushnell,Romance,English,2005,Hyperion,Three powerful women in New York navigate careers and relationships.,368,"business,women,romance",3.38,USA,True,,Adult,True,2008.0,978-0786868193
971,984,In Her Shoes,Jennifer Weiner,Art/Literature,English,2002,Atria,Two sisters with nothing in common but their shoe size learn to get along.,386,"sisters,family,humor",3.88,USA,True,,Adult,True,2005.0,978-0743418171
972,985,Something Borrowed,Emily Giffin,Romance,English,2004,St. Martin's Press,A woman sleeps with her best friend's fiancé before their wedding.,322,"romance,friendship,drama",3.84,USA,True,,Adult,True,2011.0,978-0312321192
973,986,The Last Song,Nicholas Sparks,Romance,English,2009,Grand Central,A rebellious teen reconnects with her father through music.,390,"romance,music,family",4.14,USA,True,,Young Adult,True,2010.0,978-0446547567
974,987,Safe Haven,Nicholas Sparks,Romance,English,2010,Grand Central,A woman with a mysterious past arrives in a small North Carolina town.,340,"romance,mystery,suspense",4.18,USA,True,,Adult,True,2013.0,978-0446547598
975,988,Message in a Bottle,Nicholas Sparks,Romance,English,1998,Warner Books,A woman finds a romantic letter in a bottle and tracks down the author.,322,"romance,grief,letters",3.96,USA,True,,Adult,True,1999.0,978-0446606813
976,989,Nights in Rodanthe,Nicholas Sparks,Romance,English,2002,Warner Books,Two strangers find comfort in each other during a storm in a coastal inn.,224,"romance,storm,second chance",3.85,USA,True,,Adult,True,2008.0,978-0446692656
